text,label,preprocessed_text
"I stumbled on this late last night n TCM.<br /><br />Hadn't seen it since it came out originally, but had never forgotten it.<br /><br />I had completely forgotten how gorgeous and talented Signe Hasso was when she was still young, ditto for Shelly Winters before she balooned out.<br /><br />Ronald Coleman, though, was the quintessential state actor of his time - I had read Othello in high school English - and HATED it. After seeing ""A Double Life"" I read it again and finally understood what the play was about.<br /><br />The Gordon/Kanin writing team was at its peak when this script was done -<br /><br />A movie well worth remembering and rewatching,",1,i stumbled on this late last night n tcm  hadnt seen it since it came out originally  but had never forgotten it  i had completely forgotten how gorgeous and talented signe hasso was when she was still young  ditto for shelly winters before she balooned out  ronald coleman  though  was the quintessential state actor of his time   i had read othello in high school english   and hated it  after seeing  a double life  i read it again and finally understood what the play was about  the gordon kanin writing team was at its peak when this script was done   a movie well worth remembering and rewatching 
"The one sheets and newspaper campaign suggested (as often they did) a far more lurid and violent piece than showed up on the drive-in screens. Claude Brook is actually an Americanization of Claudio Brook, who worked in films for years. This one's quite hard to find anymore; I'd love to see it again to compare it to other international horrors of the day, but don't remember particularly impressed way back when. Chances are it was a chopped up version that made it to U.S. theatres and video. But oh, that one sheet...still a gem of my later horror collection.",0,the one sheets and newspaper campaign suggested  as often they did  a far more lurid and violent piece than showed up on the drive in screens  claude brook is actually an americanization of claudio brook  who worked in films for years  this ones quite hard to find anymore  id love to see it again to compare it to other international horrors of the day  but dont remember particularly impressed way back when  chances are it was a chopped up version that made it to u s  theatres and video  but oh  that one sheet   still a gem of my later horror collection 
"I am a fan of animal movies. If you can take a plot and put animals as the main actors you will usually win me over. Homeward Bound did just this. They took a plot that has been as old as time and put a new spin to it. It was a complete success. It is very much an archetypal movie. You have the obi-wan of the group(shadow) who is wise and logical, you have the lovable but impetuous and untrusting Chance, and the prissy princess who thinks that she should be pampered and praised. These three personalities bounce off of each other very well. I also like how they made Chance and Sassy such dynamic characters, and they did not overdue it. Most people say that it cannot be good because it is too much of a kids film. What they are forgetting, however, is that it is supposed to be a kids film, and this still does not take away from the acual movie. This is a good movie to watch when you are bored and you just want to watch a movie. It is a Disney movie without the cartoons, an air bud movie with a better plot. I would, without a doubt, advise you to watch it.",1,i am a fan of animal movies  if you can take a plot and put animals as the main actors you will usually win me over  homeward bound did just this  they took a plot that has been as old as time and put a new spin to it  it was a complete success  it is very much an archetypal movie  you have the obi wan of the group shadow  who is wise and logical  you have the lovable but impetuous and untrusting chance  and the prissy princess who thinks that she should be pampered and praised  these three personalities bounce off of each other very well  i also like how they made chance and sassy such dynamic characters  and they did not overdue it  most people say that it cannot be good because it is too much of a kids film  what they are forgetting  however  is that it is supposed to be a kids film  and this still does not take away from the acual movie  this is a good movie to watch when you are bored and you just want to watch a movie  it is a disney movie without the cartoons  an air bud movie with a better plot  i would  without a doubt  advise you to watch it 
"after just having watched The Deer Hunter,which is a masterpiece,the movie Jacknife had big shoes to fill.it has same themes as The Deer Hunter,the devastating effects on a person after the Vietnam War.Robert De Niro is in this film,as in The Deer Hunter and is very good here,as is Kathy Baker.but this movie belongs to Ed Harris,who gives a powerful,emotional and impactful performance.the movie is based on a stage play,and there are one or two scenes where that felt obvious to me.by that i just mean that for those one or two scenes it felt like i was watching a stage play.that was not that big a deal,and doesn't really diminish the film.i actually really liked this movie.it's not an epic like The Deer Hunter.they are about similar era and have similar themes,but they are two very different films.i thought The Deer Hunter was great,and i also think this movie was great.it's the acting in this one that makes it so great.for me,Jacknife is a 10/10",1,after just having watched the deer hunter which is a masterpiece the movie jacknife had big shoes to fill it has same themes as the deer hunter the devastating effects on a person after the vietnam war robert de niro is in this film as in the deer hunter and is very good here as is kathy baker but this movie belongs to ed harris who gives a powerful emotional and impactful performance the movie is based on a stage play and there are one or two scenes where that felt obvious to me by that i just mean that for those one or two scenes it felt like i was watching a stage play that was not that big a deal and doesnt really diminish the film i actually really liked this movie its not an epic like the deer hunter they are about similar era and have similar themes but they are two very different films i thought the deer hunter was great and i also think this movie was great its the acting in this one that makes it so great for me jacknife is a 10 10
"Predictable, hackneyed & poorly written. Foolishly I reasoned such a prominent cast would not be involved unless it had merit. I guess competition amongst actors is so intense these days (and will only get worse) that one cannot pick and choose much any more. Early on we were given an inkling who was was instrumental in the assassination and we had it rammed down our throats ever since. The movie lacked intrigue, giving us little insight into the victim and only one possible motive for the murder. Some of the discourse was, frankly, embarrassing! It's hard to believe anyone would even consider, let alone commit to, the spending of tens of millions of dollars to make this tripe.",0,predictable  hackneyed   poorly written  foolishly i reasoned such a prominent cast would not be involved unless it had merit  i guess competition amongst actors is so intense these days  and will only get worse  that one cannot pick and choose much any more  early on we were given an inkling who was was instrumental in the assassination and we had it rammed down our throats ever since  the movie lacked intrigue  giving us little insight into the victim and only one possible motive for the murder  some of the discourse was  frankly  embarrassing  its hard to believe anyone would even consider  let alone commit to  the spending of tens of millions of dollars to make this tripe 
"What is with all of the European (especially England) comments here? All i gotta say is that when i saw this movie for the first time when i was like 13 i thought it was great. Of course it's stupid. That's the point. You have to see the movie Dr. Strangelove and Men in Black to get the whole joke behind this movie, but come on people, what did you expect to see? I can think of many movies that are far worse than this, and they were expensive Hollwood films with real actors in them. For what it's worth, Men in White is a very stupid-funny mock of a movie. And with all the stupid-funny stuff that England has been making for the last half century, i am shocked at all the negative comments. Us stupid Americans like our stupid humor. P.S., see 'Team America: World Police"" for some true laughs that Europeans will especially like. HA!",1,what is with all of the european  especially england  comments here  all i gotta say is that when i saw this movie for the first time when i was like 13 i thought it was great  of course its stupid  thats the point  you have to see the movie dr  strangelove and men in black to get the whole joke behind this movie  but come on people  what did you expect to see  i can think of many movies that are far worse than this  and they were expensive hollwood films with real actors in them  for what its worth  men in white is a very stupid funny mock of a movie  and with all the stupid funny stuff that england has been making for the last half century  i am shocked at all the negative comments  us stupid americans like our stupid humor  p s   see team america  world police  for some true laughs that europeans will especially like  ha 
"I considered myself to be quite melancholy, especially when I watch a great touching and tear-jerking movies. But not for this one (which surprised me!) and it is also really surprising me to see how many people praised this movie so highly.<br /><br />There are several disturbing facts throughout the movies: 1. Despite guilt-ridden Ben's real intention to save 7 lives to redeem his past, I find it disturbing that the film seems encourage this type of suicidal action. Some people may perceive this is a heroic action and some others think he behaves cowardly, in the end this was a disturbing action to me.<br /><br />2. The movie story line is over-dramatized, but the logic is over-simplified. Medically, blood type match is required to be an organ donor. Toward the end of the film we learnt that Emily had rear blood type that limited her chance to get the donor within short time period. Nevertheless, it seemed that Ben had the rare blood type, same as hers which allowed him to be her donor and conveniently, despite the rarity of Ben's blood type, he was able to donate not only his heart, but also his kidney, his cornea and his bone marrow which in all cases require not only matching blood type but also tissue antigen.<br /><br />3. Why the doctors allow Ben's organs being donated despite the jellyfish venom he used to kill himself?<br /><br />I might be over-analyzing the whole story as after all this is just a movie. However, some disturbing facts outlined above hopefully will help you reconsider your plan to go to watch this movie. If you go for a soap-opera type of film, go for it. But it you go seeking for an intelligent entertainment, give this one a miss!",0,i considered myself to be quite melancholy  especially when i watch a great touching and tear jerking movies  but not for this one  which surprised me   and it is also really surprising me to see how many people praised this movie so highly  there are several disturbing facts throughout the movies  1  despite guilt ridden bens real intention to save 7 lives to redeem his past  i find it disturbing that the film seems encourage this type of suicidal action  some people may perceive this is a heroic action and some others think he behaves cowardly  in the end this was a disturbing action to me  2  the movie story line is over dramatized  but the logic is over simplified  medically  blood type match is required to be an organ donor  toward the end of the film we learnt that emily had rear blood type that limited her chance to get the donor within short time period  nevertheless  it seemed that ben had the rare blood type  same as hers which allowed him to be her donor and conveniently  despite the rarity of bens blood type  he was able to donate not only his heart  but also his kidney  his cornea and his bone marrow which in all cases require not only matching blood type but also tissue antigen  3  why the doctors allow bens organs being donated despite the jellyfish venom he used to kill himself  i might be over analyzing the whole story as after all this is just a movie  however  some disturbing facts outlined above hopefully will help you reconsider your plan to go to watch this movie  if you go for a soap opera type of film  go for it  but it you go seeking for an intelligent entertainment  give this one a miss 
"THE MAN IN THE WHITE SUIT, like I'M ALL RIGHT JACK, takes a dim view of both labor and capital. Alec Guinness is a scientific genius - but an eccentric one (he has never gotten his university degree due to an...err...accident in a college laboratory). He manages to push himself into various industrial labs in the textile industry. When the film begins he is in Michael Gough's company, and Gough (in a memorable moment) is trying to impress his would-be father-in-law (Cecil Parker) by showing him the ship-shape firm he runs. While having lunch with Parker and Parker's daughter (Joan Greenwood), Gough gets a message regarding some problems about the lab's unexpectedly large budget problems. He reads the huge expenditures (due to Guinness's experiments), and chokes on his coffee.<br /><br />Guinness goes on to work at Parker's firm, and repeats the same tricks he did with Gough - but Parker discovers it too. Greenwood has discovered what Guinness is working on, and convinces Parker to continue the experiments (but now legally). The result: Guinness and his assistant has apparently figured out how to make an artificial fiber that can constantly change the electronic bonds within it's molecular structure so that (for all intents and purposes) the fiber will remain in tact for good. Any textile made from it will never fade, get dirty, or wear out - it will last forever.<br /><br />Guinness has support from a female shop steward, but not her chief. He sees Guinness as selling out to the rich. But when he explains to them what he's done, they turn against him. If everyone has clothes that will last forever then they will not need new clothes! Soon Parkers' fellow textile tycoons (led by Gough, Ernest Theisinger - in a wonderful performance, and Howard Marion-Crawford) are equally panic stricken by what may end their businesses. They seek to suppress the invention. With only Greenwood in his corner (although Parker sort of sympathizes with him), Guinness tries to get the news of his discovery to the public.<br /><br />In the end, Guinness is defeated by science as well as greed. But he ends the film seeing the error in his calculations, and we guess that one day he may still pull off his discovery after all.<br /><br />It's a brilliant comedy. But is the argument for suppression valid? At one point the difficulties of making the textile are shown (you have to heat the threads to a high temperature to actually enable the ends of the material to be united. There is nothing that shows the cloth will stretch if the owner gets fat (or contract if the owner gets thin). Are we to believe that people only would want one set of clothing for ever? What happened to fashion changes and new styles? And the cloth is only made in the color white (making Guinness look like a white knight). We are told that color dye would have to be added earlier in the process. Wouldn't that have an effect on the chemical reactions that maintain the structure of the textile? <br /><br />Alas this is not a science paper, but a film about the hypocrisies of labor and capital in modern industry. As such it is brilliant. But those questions I mention keep bothering me about the validity of suppressing Guinness' invention",1,the man in the white suit  like im all right jack  takes a dim view of both labor and capital  alec guinness is a scientific genius   but an eccentric one  he has never gotten his university degree due to an   err   accident in a college laboratory   he manages to push himself into various industrial labs in the textile industry  when the film begins he is in michael goughs company  and gough  in a memorable moment  is trying to impress his would be father in law  cecil parker  by showing him the ship shape firm he runs  while having lunch with parker and parkers daughter  joan greenwood   gough gets a message regarding some problems about the labs unexpectedly large budget problems  he reads the huge expenditures  due to guinnesss experiments   and chokes on his coffee  guinness goes on to work at parkers firm  and repeats the same tricks he did with gough   but parker discovers it too  greenwood has discovered what guinness is working on  and convinces parker to continue the experiments  but now legally   the result  guinness and his assistant has apparently figured out how to make an artificial fiber that can constantly change the electronic bonds within its molecular structure so that  for all intents and purposes  the fiber will remain in tact for good  any textile made from it will never fade  get dirty  or wear out   it will last forever  guinness has support from a female shop steward  but not her chief  he sees guinness as selling out to the rich  but when he explains to them what hes done  they turn against him  if everyone has clothes that will last forever then they will not need new clothes  soon parkers fellow textile tycoons  led by gough  ernest theisinger   in a wonderful performance  and howard marion crawford  are equally panic stricken by what may end their businesses  they seek to suppress the invention  with only greenwood in his corner  although parker sort of sympathizes with him   guinness tries to get the news of his discovery to the public  in the end  guinness is defeated by science as well as greed  but he ends the film seeing the error in his calculations  and we guess that one day he may still pull off his discovery after all  its a brilliant comedy  but is the argument for suppression valid  at one point the difficulties of making the textile are shown  you have to heat the threads to a high temperature to actually enable the ends of the material to be united  there is nothing that shows the cloth will stretch if the owner gets fat  or contract if the owner gets thin   are we to believe that people only would want one set of clothing for ever  what happened to fashion changes and new styles  and the cloth is only made in the color white  making guinness look like a white knight   we are told that color dye would have to be added earlier in the process  wouldnt that have an effect on the chemical reactions that maintain the structure of the textile   alas this is not a science paper  but a film about the hypocrisies of labor and capital in modern industry  as such it is brilliant  but those questions i mention keep bothering me about the validity of suppressing guinness invention
"I agree with the previous comment in naming the film's content ""everyday madness"" but would like to specify that: ""Dog Days"" is about how women are treated in (a male) society. The episodes we get to see here show some variation in everyday discrimination of women, mostly categorized by age group. There is a senior man who makes his new partner look and act the way his late wife had, treating her like a doll that shall act ""worthy of wearing"" the former's dress. There is a middle-aged couple in whose relationship she is nearly a slave and he a (violent) master. Further we find a somewhat younger man who does not communicate with his friend/wife and instead of being really jealous about her affairs even makes friendship with his competitor(s). A young adult man makes clear to his friend - a girl who is really troubled by being pretty enough for him - that she has to be the jewelry at his side and to follow his narrow viewed rules of etiquette. Finally there is a man in his late fifties who calculating his own advantage delivers a simple-minded hitchhiking woman to a furious client who - taking her for guilty in having scratched his car - natural beats her up. To complete the examples we find the pal of the man in the ""master-slave""-couple - after collectively abusing her - threatening and humiliating the former ""in her sake"" for she shall get rid of her partner and take himself as her new ""master"". During all this the inhabitants of the lately built neighborhood in which the action takes place rests under the burning summer-sun - absolutely motionless (sic!). Unfortunately I have not seen the last minutes of this shocking and authentic portray of the archaic structures that still reign in the relationship between women and men, but what I have seen convincingly analyzed the repertoire of discrimination. Probably a helpful tool in teaching even the less sensitive spectator what goes wrong - due to good visualization.",1,i agree with the previous comment in naming the films content  everyday madness  but would like to specify that   dog days  is about how women are treated in  a male  society  the episodes we get to see here show some variation in everyday discrimination of women  mostly categorized by age group  there is a senior man who makes his new partner look and act the way his late wife had  treating her like a doll that shall act  worthy of wearing  the formers dress  there is a middle aged couple in whose relationship she is nearly a slave and he a  violent  master  further we find a somewhat younger man who does not communicate with his friend wife and instead of being really jealous about her affairs even makes friendship with his competitor s   a young adult man makes clear to his friend   a girl who is really troubled by being pretty enough for him   that she has to be the jewelry at his side and to follow his narrow viewed rules of etiquette  finally there is a man in his late fifties who calculating his own advantage delivers a simple minded hitchhiking woman to a furious client who   taking her for guilty in having scratched his car   natural beats her up  to complete the examples we find the pal of the man in the  master slave  couple   after collectively abusing her   threatening and humiliating the former  in her sake  for she shall get rid of her partner and take himself as her new  master   during all this the inhabitants of the lately built neighborhood in which the action takes place rests under the burning summer sun   absolutely motionless  sic    unfortunately i have not seen the last minutes of this shocking and authentic portray of the archaic structures that still reign in the relationship between women and men  but what i have seen convincingly analyzed the repertoire of discrimination  probably a helpful tool in teaching even the less sensitive spectator what goes wrong   due to good visualization 
"ROAD TO PERDITION can be summed up by Thomas Newman's score . It's haunting and beautiful but you're aware that this music is similar to Newman's other work and while listening to the soundtrack you're reminded of SCENT OF A WOMAN , MEETING JOE BLACK and THE SHAWSHANK REDEMPTION you're reminded of other films as the story unfolds on screen . As the Sullivans drive round America trying to escape from a psychotic hit man you think of THE GETAWAY , Irish gangsters is MILLER'S CROSSING whilst the subtext of guilt and redemption can be summed up by Coppola and Leone's gangster epics. Despite having a seen it all before feel this shouldn't be taken as a heavy criticism of Sam Mendes film which I repeat is haunting and beautiful and the only flaws that work against it is a very slow opening twenty minutes and I was slightly confused as the events that caused Michael Sullivan to be betrayed . But if you stop to consider how much of a sentimental mess Spielberg might have made with the story that revolves around a father and his twelve year old son running for their lives you can't help thinking what a superb director Mendes is <br /><br />ROAD TO PERDITION is a film where the entire cast give flawless performances . I've never been all that keen on Tom Hanks but he's every bit as good here as he has been in any starring role , probably better . Paul Newman plays a character with an Irish accent but at no point did I believe I was watching an American screen legend putting on a false accent - Newman's performance works due to the subtle body language , his character is torn up by guilt but Newman never milks it or goes over the top . While never upstaging Newman who gives the best performance in the movie the two Brit supporting actors Craig and Law are also very memorable as American gangsters and while Law will still have a long career as a leading actor one wonders how Daniel Craig might have progressed as a character actor if he hadn't decided to become James Bond , a role which heralds the end of an actors career",1,road to perdition can be summed up by thomas newmans score   its haunting and beautiful but youre aware that this music is similar to newmans other work and while listening to the soundtrack youre reminded of scent of a woman   meeting joe black and the shawshank redemption youre reminded of other films as the story unfolds on screen   as the sullivans drive round america trying to escape from a psychotic hit man you think of the getaway   irish gangsters is millers crossing whilst the subtext of guilt and redemption can be summed up by coppola and leones gangster epics  despite having a seen it all before feel this shouldnt be taken as a heavy criticism of sam mendes film which i repeat is haunting and beautiful and the only flaws that work against it is a very slow opening twenty minutes and i was slightly confused as the events that caused michael sullivan to be betrayed   but if you stop to consider how much of a sentimental mess spielberg might have made with the story that revolves around a father and his twelve year old son running for their lives you cant help thinking what a superb director mendes is  road to perdition is a film where the entire cast give flawless performances   ive never been all that keen on tom hanks but hes every bit as good here as he has been in any starring role   probably better   paul newman plays a character with an irish accent but at no point did i believe i was watching an american screen legend putting on a false accent   newmans performance works due to the subtle body language   his character is torn up by guilt but newman never milks it or goes over the top   while never upstaging newman who gives the best performance in the movie the two brit supporting actors craig and law are also very memorable as american gangsters and while law will still have a long career as a leading actor one wonders how daniel craig might have progressed as a character actor if he hadnt decided to become james bond   a role which heralds the end of an actors career
"I watched this movie with my mother when I was in high school many years ago. I definitely was not the least bit interested in opera at the time, but he changed my views. I enjoyed this movie very much and have truly enjoyed opera ever since. I even bought several of his CD's. Who cares what his acting abilities were, he basically just played himself, which was adorable. He was so charming, so charismatic; I honestly just wanted to hug him. I feel very sad that so many are criticizing him so harshly. It was so straight, did not accept people pushing him around or judging him for his actions. He deserves to be respected and admired for his talent. He will definitely be missed!!!",1,i watched this movie with my mother when i was in high school many years ago  i definitely was not the least bit interested in opera at the time  but he changed my views  i enjoyed this movie very much and have truly enjoyed opera ever since  i even bought several of his cds  who cares what his acting abilities were  he basically just played himself  which was adorable  he was so charming  so charismatic  i honestly just wanted to hug him  i feel very sad that so many are criticizing him so harshly  it was so straight  did not accept people pushing him around or judging him for his actions  he deserves to be respected and admired for his talent  he will definitely be missed   
"""An album of songs so old everyone thinks they're new."" This film has the elusive combination of pace and mood that set some films apart from the opening moments. And why not? Towering talent from Dame Judith Dench as a widow who plays saxaphone with a street musician to help him get the songs right, to Olympia Dukakis as the merry widow living in a Scottish castle on the alimony of her many marriages, to Ian Holm as the drummer who loved all the members of a World War II all girl (more or less) swing band. But wait, there's more. Add in Leslie Caron on bass, and the incomparable Clio Laine on lead vocal, at last, and the Blonde Bombshells are the hottest band in England since the Beatles. Well, OK, not really, but this movie is a winner.<br /><br />Elizabeth (Dench) spends the whole film trying to reunite the Blonde Bombshells to play at her granddaughter's school dance. And before you roll your eyes, imagine how difficult and courageous it would be for a bunch of sexegenarian women to step onstage in front of the Britney Spears generation following an act called ""Open Wound.""<br /><br />In an age when actresses careers are over by the time they're 30, most bands' second album is a greatest hits compilation, and music more than a month old has almost no chance of airplay, it's great to see real talent, real music and a really good movie come from, where else, the BBC.<br /><br />I love this movie, and I know I'll watch it many more times, and enjoy it more each time.",1, an album of songs so old everyone thinks theyre new   this film has the elusive combination of pace and mood that set some films apart from the opening moments  and why not  towering talent from dame judith dench as a widow who plays saxaphone with a street musician to help him get the songs right  to olympia dukakis as the merry widow living in a scottish castle on the alimony of her many marriages  to ian holm as the drummer who loved all the members of a world war ii all girl  more or less  swing band  but wait  theres more  add in leslie caron on bass  and the incomparable clio laine on lead vocal  at last  and the blonde bombshells are the hottest band in england since the beatles  well  ok  not really  but this movie is a winner  elizabeth  dench  spends the whole film trying to reunite the blonde bombshells to play at her granddaughters school dance  and before you roll your eyes  imagine how difficult and courageous it would be for a bunch of sexegenarian women to step onstage in front of the britney spears generation following an act called  open wound   in an age when actresses careers are over by the time theyre 30  most bands second album is a greatest hits compilation  and music more than a month old has almost no chance of airplay  its great to see real talent  real music and a really good movie come from  where else  the bbc  i love this movie  and i know ill watch it many more times  and enjoy it more each time 
"The 700 Club gives a great perspective on world events. Some have described it as disingenuous or cheesy. I find the program to be informative and inspirational. It is only natural for many to throw mud on a program that has proved to be so successful. There are very few shows that can point to a 40 year track record of success in the world of television media and The 700 Club is one of them. While Mr. Robertson may have been wrong to say that someone should be assassinated, I find it curious that so many people will literally trip over themselves to hop on the bandwagon of criticism. I have certainly said some foolish things in my life. I would certainly be willing to forgive Mr. Robertson since he puts out a great show.",1,the 700 club gives a great perspective on world events  some have described it as disingenuous or cheesy  i find the program to be informative and inspirational  it is only natural for many to throw mud on a program that has proved to be so successful  there are very few shows that can point to a 40 year track record of success in the world of television media and the 700 club is one of them  while mr  robertson may have been wrong to say that someone should be assassinated  i find it curious that so many people will literally trip over themselves to hop on the bandwagon of criticism  i have certainly said some foolish things in my life  i would certainly be willing to forgive mr  robertson since he puts out a great show 
"""Margaritas and Cock...""<br /><br />This tremendously entertaining film grabs you from the opening scene and never stops delivering laughs, surprises and unexpectedly touching moments. I had more fun watching ""The Matador"" than almost any other film from 2005. It is a wacky film with an unforgettable character, played to perfection by Pierce Brosnan.<br /><br />Julian Noble (Brosnan) is a facilitator (hit-man) who specializes in high-end corporate gigs (assassinating rich dudes). He is also experiencing something akin to a mid-life crisis. After coming to realization that he has no real friends, no permanent home and no planned future, he stumbles into a Mexican hotel bar one night and runs into Danny Wright (Kinnear).<br /><br />Danny is a down-on-his-luck family man who is on the verge of losing the big business deal that just might turn things around for him. He loves his wife dearly, especially so since they lost their young son a few years earlier.<br /><br />The two men are chalk and cheese, hardly any common ground other than that they are in the same desolate bar one night. And somehow a conversation is struck that sets in to motion a chain of events that will change their lives forever.<br /><br />The friendship they form reminded me a lot of Laurel and Hardy. One is the straight man and the other is the persistent fool who gets them into trouble. The interplay is superbly timed and finely tuned, due in no small part to the wonderful performances from Brosnan and Kinnear.<br /><br />But make no mistake... This is Brosnan's film. He imprints one of the most memorable and despicably likable characters of the decade. He could shoot your mother and apologize immediately thereafter and you'd probably forgive him. Brosnan may be cinema's ultimate charmer, but this is his most endearing and complete performance to date. I wouldn't be averse to seeing an Oscar nod for this role.<br /><br />Consider one scene where he overtly ogles a high-school girl with the impurest of thoughts and utters the line, ""All blushy blushy... No sucky fucky"". He does it with the familiar Bond smirk and manages to get away with it. He manages to tell a young boy, ""Tell your mother to lose 30lbs and 20 years. Then get back to me"" without coming across as unlikable. In fact, it makes us like him even more.<br /><br />And yet the film manages to surprise us with some truly touching scenes, most of which come toward the end when the film takes some unpredictable turns. However, when Julian thumbs through his little black book to find someone to call on his birthday, or when Danny and his wife (Davis) console each other in their bedroom one night, the film reaches an unexpected depth of emotion.<br /><br />""The Matador"" is stylish and energetic. It is constantly entertaining. And it contains a career-defining role for Brosnan as the lonely hit-man looking for normalcy, friendship and a means to do at least one good thing in his life. This is an overlooked gem in 2005 and you should make an effort to see this film as soon as possible.<br /><br />TC Candler of IndependentCritics.com",1, margaritas and cock     this tremendously entertaining film grabs you from the opening scene and never stops delivering laughs  surprises and unexpectedly touching moments  i had more fun watching  the matador  than almost any other film from 2005  it is a wacky film with an unforgettable character  played to perfection by pierce brosnan  julian noble  brosnan  is a facilitator  hit man  who specializes in high end corporate gigs  assassinating rich dudes   he is also experiencing something akin to a mid life crisis  after coming to realization that he has no real friends  no permanent home and no planned future  he stumbles into a mexican hotel bar one night and runs into danny wright  kinnear   danny is a down on his luck family man who is on the verge of losing the big business deal that just might turn things around for him  he loves his wife dearly  especially so since they lost their young son a few years earlier  the two men are chalk and cheese  hardly any common ground other than that they are in the same desolate bar one night  and somehow a conversation is struck that sets in to motion a chain of events that will change their lives forever  the friendship they form reminded me a lot of laurel and hardy  one is the straight man and the other is the persistent fool who gets them into trouble  the interplay is superbly timed and finely tuned  due in no small part to the wonderful performances from brosnan and kinnear  but make no mistake    this is brosnans film  he imprints one of the most memorable and despicably likable characters of the decade  he could shoot your mother and apologize immediately thereafter and youd probably forgive him  brosnan may be cinemas ultimate charmer  but this is his most endearing and complete performance to date  i wouldnt be averse to seeing an oscar nod for this role  consider one scene where he overtly ogles a high school girl with the impurest of thoughts and utters the line   all blushy blushy    no sucky fucky   he does it with the familiar bond smirk and manages to get away with it  he manages to tell a young boy   tell your mother to lose 30lbs and 20 years  then get back to me  without coming across as unlikable  in fact  it makes us like him even more  and yet the film manages to surprise us with some truly touching scenes  most of which come toward the end when the film takes some unpredictable turns  however  when julian thumbs through his little black book to find someone to call on his birthday  or when danny and his wife  davis  console each other in their bedroom one night  the film reaches an unexpected depth of emotion   the matador  is stylish and energetic  it is constantly entertaining  and it contains a career defining role for brosnan as the lonely hit man looking for normalcy  friendship and a means to do at least one good thing in his life  this is an overlooked gem in 2005 and you should make an effort to see this film as soon as possible  tc candler of independentcritics com
